Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
103.78, -0.39, 0.24, 10.40, -0.00, 0.08, -0.02, 21.64, 6.82, -54.59, 0.86, 2.15, -25.81, 
104.28, -0.35, 0.20, 10.40, -0.01, 0.09, -0.02, 21.73, 6.91, -54.80, 1.51, 2.16, -29.19, 
104.78, -0.39, 0.24, 10.40, -0.00, 0.09, -0.02, 21.27, 6.73, -54.59, 1.30, 2.16, -28.26, 
105.28, -0.35, 0.27, 10.51, -0.00, 0.08, -0.02, 21.64, 6.73, -54.49, 1.30, 1.94, -27.19, 
105.78, -0.31, 0.24, 10.43, -0.00, 0.09, -0.02, 21.82, 6.73, -54.49, 1.51, 1.94, -27.98, 
106.28, -0.35, 0.24, 10.40, -0.00, 0.09, -0.02, 21.82, 6.55, -54.59, 1.30, 2.38, -27.62, 
106.78, -0.47, 0.24, 10.40, -0.00, 0.08, -0.02, 21.82, 6.64, -54.08, 1.30, 2.59, -28.31, 
107.29, -0.35, 0.27, 10.40, -0.00, 0.08, -0.02, 21.64, 7.09, -54.59, 1.28, 2.34, -29.08, 
107.79, -0.43, 0.24, 10.47, -0.00, 0.09, -0.02, 21.82, 6.64, -54.29, 1.31, 1.97, -26.81, 
108.29, -0.39, 0.24, 10.40, -0.00, 0.08, -0.02, 21.91, 6.82, -54.29, 1.30, 2.16, -27.57, 
108.79, -0.43, 0.20, 10.43, -0.00, 0.09, -0.02, 21.91, 6.73, -54.59, 1.07, 2.36, -26.80, 
109.29, -0.35, 0.24, 10.40, -0.00, 0.08, -0.02, 21.73, 6.73, -54.49, 1.53, 2.40, -29.40, 
109.79, -0.27, 0.24, 10.47, -0.01, 0.08, -0.02, 21.82, 6.82, -54.80, 1.29, 1.50, -26.31, 
110.29, -0.31, 0.24, 10.40, -0.00, 0.08, -0.02, 21.73, 6.64, -54.39, 1.30, 1.73, -26.30, 
110.79, -0.51, 0.71, 10.00, -0.00, 0.09, -0.02, 21.55, 6.82, -54.80, 0.21, 1.50, -21.18, 
111.29, -0.47, 0.27, 10.47, -0.00, 0.08, -0.02, 21.55, 6.82, -54.69, 2.36, 2.79, -35.00, 
